file_id,file_location,file_name,file_size,img_lat,img_lon,img_width,img_len,img_date_time,img_exif_ver,img_make,img_model,img_rotate,img_tags,img_status,rvw_lvl,notes,musiq_score,dup_photo,dup_target,cosine_sim,img_caption,img_intro_paragraph,img_album_uri,img_ext_descr
1056,/2024-11-14,PXL_20241114_003434786.jpg,6689571,37.583406,126.974306,3072,4080,2024:11:14 09:34:34,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.531,2024-11-14/PXL_20241114_003442278.jpg,F,0.827355,,,,
1057,/2024-11-14,PXL_20241114_003442278.jpg,6956054,37.583406,126.974306,4080,3072,2024:11:14 09:34:42,0232,Google,Pixel 8 Pro,1, ,tbd,4,,4.962,,T,-1,,,,
1058,/2024-11-14,PXL_20241114_003647328.jpg,3062263,37.583647,126.975497,3072,4080,2024:11:14 09:36:47,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.960,,F,-1,,,,
1059,/2024-11-14,PXL_20241114_003650096.jpg,3699938,37.583647,126.975497,4080,3072,2024:11:14 09:36:50,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.958,,F,-1,,,,
1060,/2024-11-14,PXL_20241114_003700764.jpg,3504843,37.583647,126.975497,4080,3072,2024:11:14 09:37:00,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.639,,F,-1,,,,
1061,/2024-11-14,PXL_20241114_003702713.jpg,3752356,37.583647,126.975497,4080,3072,2024:11:14 09:37:02,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.088,2024-11-14/PXL_20241114_003806798.jpg,F,0.910741,,,,
1062,/2024-11-14,PXL_20241114_003709064.jpg,3752778,37.583647,126.975497,3072,4080,2024:11:14 09:37:09,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.882,,F,-1,,,,
1063,/2024-11-14,PXL_20241114_003712864.jpg,3817533,37.583647,126.975497,3072,4080,2024:11:14 09:37:12,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.777,,F,-1,,,,
1064,/2024-11-14,PXL_20241114_003806798.jpg,3577308,37.584133,126.975317,4080,3072,2024:11:14 09:38:06,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.197,,T,-1,,,,
1065,/2024-11-14,PXL_20241114_003906367.jpg,4156341,37.584133,126.975317,4080,3072,2024:11:14 09:39:06,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.112,2024-11-14/PXL_20241114_011023034.jpg,F,0.760793,,,,
1066,/2024-11-14,PXL_20241114_005008218.jpg,3220263,37.576439,126.977125,4080,3072,2024:11:14 09:50:08,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.662,2024-11-14/PXL_20241114_011023034.jpg,F,0.765784,,,,
1067,/2024-11-14,PXL_20241114_005014903.jpg,2966960,37.576439,126.977125,4080,3072,2024:11:14 09:50:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.787,2024-11-14/PXL_20241114_012034836.jpg,F,0.790928,,,,
1068,/2024-11-14,PXL_20241114_005020270.jpg,2942242,37.576439,126.977125,4080,3072,2024:11:14 09:50:20,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.478,2024-11-14/PXL_20241114_011023034.jpg,F,0.767619,,,,
1069,/2024-11-14,PXL_20241114_005025770.jpg,2556463,37.576439,126.977125,3072,4080,2024:11:14 09:50:25,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.439,2024-11-14/PXL_20241114_011948160.jpg,F,0.815529,,,,
1070,/2024-11-14,PXL_20241114_005030988.jpg,3208634,37.576439,126.977125,4080,3072,2024:11:14 09:50:30,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.674,2024-11-14/PXL_20241114_011023034.jpg,F,0.759561,,,,
1071,/2024-11-14,PXL_20241114_005034107.jpg,3037130,37.576439,126.977125,4080,3072,2024:11:14 09:50:34,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.599,2024-11-14/PXL_20241114_011023034.jpg,F,0.758599,,,,
1072,/2024-11-14,PXL_20241114_005042190.jpg,3187359,37.576439,126.977125,4080,3072,2024:11:14 09:50:42,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.718,2024-11-14/PXL_20241114_014020244.jpg,F,0.809328,,,,
1073,/2024-11-14,PXL_20241114_005048972.jpg,2728353,37.576439,126.977125,4080,3072,2024:11:14 09:50:48,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.467,2024-11-14/PXL_20241114_011948160.jpg,F,0.791883,,,,
1074,/2024-11-14,PXL_20241114_005140541.jpg,2313937,37.576439,126.977125,3648,2736,2024:11:14 09:51:40,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.426,,F,-1,,,,
1075,/2024-11-14,PXL_20241114_005320172.PANO.jpg,2066314,37.575514,126.976436,4748,1577,2024:11:14 09:53:24,0,Google,Pixel 8 Pro,0, ,dup,2,,4.403,2024-11-14/PXL_20241114_012307438.PANO.jpg,F,0.764373,,,,
1076,/2024-11-14,PXL_20241114_005356241.jpg,3338280,37.576367,126.977064,4080,3072,2024:11:14 09:53:56,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.615,2024-11-14/PXL_20241114_012307438.PANO.jpg,F,0.750060,,,,
1077,/2024-11-14,PXL_20241114_005714009.jpg,2959530,37.576447,126.977108,4080,3072,2024:11:14 09:57:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.580,2024-11-14/PXL_20241114_011023034.jpg,F,0.805812,,,,
1078,/2024-11-14,PXL_20241114_005716642.jpg,2996720,37.576447,126.977108,4080,3072,2024:11:14 09:57:16,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.457,2024-11-14/PXL_20241114_011023034.jpg,F,0.781892,,,,
1079,/2024-11-14,PXL_20241114_005724392.jpg,2946460,37.576447,126.977108,4080,3072,2024:11:14 09:57:24,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.571,2024-11-14/PXL_20241114_011023034.jpg,F,0.876903,,,,
1080,/2024-11-14,PXL_20241114_005727509.jpg,3133461,37.576447,126.977108,4080,3072,2024:11:14 09:57:27,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.762,2024-11-14/PXL_20241114_011023034.jpg,F,0.886961,,,,
1081,/2024-11-14,PXL_20241114_005735177.jpg,2505444,37.576447,126.977108,4080,3072,2024:11:14 09:57:35,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.311,2024-11-14/PXL_20241114_011023034.jpg,F,0.789112,,,,
1082,/2024-11-14,PXL_20241114_005738014.jpg,2521502,37.576447,126.977108,4080,3072,2024:11:14 09:57:38,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.516,2024-11-14/PXL_20241114_011023034.jpg,F,0.765950,,,,
1083,/2024-11-14,PXL_20241114_005740244.jpg,2497697,37.576447,126.977108,4080,3072,2024:11:14 09:57:40,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.489,2024-11-14/PXL_20241114_011023034.jpg,F,0.757841,,,,
1084,/2024-11-14,PXL_20241114_005744744.jpg,2274920,37.576447,126.977108,4080,3072,2024:11:14 09:57:44,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.681,2024-11-14/PXL_20241114_011023034.jpg,F,0.758518,,,,
1085,/2024-11-14,PXL_20241114_005751311.jpg,2313657,37.576447,126.977108,4080,3072,2024:11:14 09:57:51,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.579,2024-11-14/PXL_20241114_012307438.PANO.jpg,F,0.750104,,,,
1086,/2024-11-14,PXL_20241114_005756296.jpg,2347194,37.576447,126.977108,4080,3072,2024:11:14 09:57:56,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.710,2024-11-14/PXL_20241114_005826614.jpg,F,0.887391,,,,
1087,/2024-11-14,PXL_20241114_005814147.jpg,3361589,37.576447,126.977108,4080,3072,2024:11:14 09:58:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.677,2024-11-14/PXL_20241114_005826614.jpg,F,0.879517,,,,
1088,/2024-11-14,PXL_20241114_005821447.jpg,3343771,37.576447,126.977108,4080,3072,2024:11:14 09:58:21,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.652,2024-11-14/PXL_20241114_011023034.jpg,F,0.765854,,,,
1089,/2024-11-14,PXL_20241114_005824648.jpg,3470241,37.576447,126.977108,4080,3072,2024:11:14 09:58:24,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.674,2024-11-14/PXL_20241114_005826614.jpg,F,0.977796,,,,
1090,/2024-11-14,PXL_20241114_005826614.jpg,3382099,37.576447,126.977108,4080,3072,2024:11:14 09:58:26,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.785,,T,-1,,,,
1091,/2024-11-14,PXL_20241114_005829881.jpg,2497855,37.576447,126.977108,4080,3072,2024:11:14 09:58:29,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.503,2024-11-14/PXL_20241114_000711380.jpg,F,0.785575,,,,
1092,/2024-11-14,PXL_20241114_005859817.jpg,3935269,37.576447,126.977108,4080,3072,2024:11:14 09:58:59,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.798,2024-11-14/PXL_20241114_011023034.jpg,F,0.813279,,,,
1093,/2024-11-14,PXL_20241114_005901817.jpg,3866825,37.576447,126.977108,4080,3072,2024:11:14 09:59:01,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.836,2024-11-14/PXL_20241114_011023034.jpg,F,0.795314,,,,
1094,/2024-11-14,PXL_20241114_005921719.jpg,3161914,37.576447,126.977108,4080,3072,2024:11:14 09:59:21,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.469,2024-11-14/PXL_20241114_012307438.PANO.jpg,F,0.768947,,,,
1095,/2024-11-14,PXL_20241114_005941087.jpg,3877661,37.576447,126.977108,4080,3072,2024:11:14 09:59:41,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.791,2024-11-14/PXL_20241114_011023034.jpg,F,0.840313,,,,
1096,/2024-11-14,PXL_20241114_005947855.jpg,3842484,37.576447,126.977108,4080,3072,2024:11:14 09:59:47,0232,Google,Pixel 8 Pro,1, ,dup,2,,5.033,2024-11-14/PXL_20241114_011023034.jpg,F,0.873943,,,,
1097,/2024-11-14,PXL_20241114_005949906.jpg,3645547,37.576447,126.977108,4080,3072,2024:11:14 09:59:49,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.923,2024-11-14/PXL_20241114_011023034.jpg,F,0.870008,,,,
1098,/2024-11-14,PXL_20241114_010006061.PORTRAIT.ORIGINAL.jpg,3014820,37.576447,126.977097,3072,4080,2024:11:14 10:00:06,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.497,2024-11-14/PXL_20241114_011023034.jpg,F,0.756950,,,,
1099,/2024-11-14,PXL_20241114_010014845.PORTRAIT.ORIGINAL.jpg,2282823,37.576447,126.977097,3072,4080,2024:11:14 10:00:14,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.363,2024-11-14/PXL_20241114_010020110.PORTRAIT.ORIGINAL.jpg,F,0.980072,,,,
1100,/2024-11-14,PXL_20241114_010020110.PORTRAIT.ORIGINAL.jpg,2272290,37.576447,126.977097,3072,4080,2024:11:14 10:00:20,0232,Google,Pixel 8 Pro,1, ,tbd,3,,4.441,,T,-1,,,,
1101,/2024-11-14,PXL_20241114_010122779.PORTRAIT.jpg,5891417,37.576528,126.977103,4080,3072,2024:11:14 10:01:22,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.589,2024-11-14/PXL_20241114_011023034.jpg,F,0.806327,,,,
1102,/2024-11-14,PXL_20241114_010157665.PORTRAIT.ORIGINAL.jpg,3095805,37.576528,126.977103,4080,3072,2024:11:14 10:01:57,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.521,2024-11-14/PXL_20241114_014020244.jpg,F,0.755031,,,,
1103,/2024-11-14,PXL_20241114_010208666.jpg,2909726,37.576528,126.977103,4080,3072,2024:11:14 10:02:08,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.521,2024-11-14/PXL_20241114_014020244.jpg,F,0.755566,,,,
1104,/2024-11-14,PXL_20241114_010308560.jpg,3154455,37.576439,126.977067,4080,3072,2024:11:14 10:03:08,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.660,2024-11-14/PXL_20241114_012307438.PANO.jpg,F,0.756384,,,,
1105,/2024-11-14,PXL_20241114_010310544.jpg,3250979,37.576439,126.977067,4080,3072,2024:11:14 10:03:10,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.562,2024-11-14/PXL_20241114_011023034.jpg,F,0.846044,,,,
1106,/2024-11-14,PXL_20241114_010337163.jpg,3956865,37.576439,126.977067,4080,3072,2024:11:14 10:03:37,0232,Google,Pixel 8 Pro,1, ,tbd,4,,4.981,2024-11-14/PXL_20241114_011023034.jpg,F,0.880755,,,,
1107,/2024-11-14,PXL_20241114_010342779.jpg,3177987,37.576439,126.977067,4080,3072,2024:11:14 10:03:42,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.668,2024-11-14/PXL_20241114_011023034.jpg,F,0.792657,,,,
1108,/2024-11-14,PXL_20241114_010347946.jpg,3699538,37.576439,126.977067,4080,3072,2024:11:14 10:03:47,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.556,2024-11-14/PXL_20241114_011023034.jpg,F,0.790449,,,,
1109,/2024-11-14,PXL_20241114_010352681.jpg,3665323,37.576439,126.977067,4080,3072,2024:11:14 10:03:52,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.490,2024-11-14/PXL_20241114_011023034.jpg,F,0.828120,,,,
1110,/2024-11-14,PXL_20241114_010358448.jpg,2222997,37.576439,126.977067,4080,3072,2024:11:14 10:03:58,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.368,2024-11-14/PXL_20241114_011023034.jpg,F,0.798957,,,,
1111,/2024-11-14,PXL_20241114_010421066.jpg,2258762,37.576439,126.977067,4080,3072,2024:11:14 10:04:21,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.572,2024-11-14/PXL_20241114_011023034.jpg,F,0.754682,,,,
